id,platform_group,platform,country,language,product_group,item_type,product_name,product,product_display,review,rating,sentiment,logistics_issue,delivery_speed,packaging_quality,damage_status,leakage_status,wrong_delivery,return_exchange_issue,source_type,source_url,postdate,collected_at,language_label,country_label,data_type
11,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"살림백서 세탁 세제 2L 넉넉한 액체 세제 드럼 일반 세탁기 겸용... 제 경우에는 저도 처음엔 대용량 배송 을 부담스러워했는데 막상 놓아보니 사용이 편하고 세제 보충... 세제 누수 방지를 위해 박스 이동 시에도 용기 뚜껑을 잘 고정했어요, 제 경우에는 무거워서 들고...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/uqepgaain/224290363493,20260519,2026-05-30,한국어,한국,실제 수집 데이터
12,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"비트 딥클린 액체 세탁 세제 4Lx 3개 핫무료 배송 모음 비트 딥클린 액체 세탁 세제 는 용기 입구에 부착된 뚜껑이 있어, 세제 의 누수 를 방지합니다. 뚜껑은 쉽게 열 수 있도록 설계되어 있어, 사용자가 편리하게 세제 를 사용할 수 있습니다. 이 제품은 사용 방법이...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/juqt1704/224141576793,20260110,2026-05-30,한국어,한국,실제 수집 데이터
13,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,가벼운 무게 스윗콩 편리한 다용도 원터치 캡슐 세제 보관함... 노브픽즈 캡슐 세제 보관함 캡슐커피 정리함 세제 누수 와 먼지 걱정 없는 강력한 밀봉력 보통 세제 통은... 한정 할인 이벤트 진행 중 이번 기회를 절대 놓치지 마세요 오늘 구매하시면 특별 할인과 무료 배송 ...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/t2j42wj14knpns/224272069537,20260502,2026-05-30,한국어,한국,실제 수집 데이터
14,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"퍼실 파워젤 헨켈 겸용 세탁 세제 27L 2입 정품 빠른 배송 택배 박스 안에서 용기가 잘 고정돼 있어서 누수 나 찌그러짐 걱정이 없었고, 포장재도 과하지 않아... https://m.site.naver.com/26s4u #퍼실 #파워젤 #헨켈 #겸용 #세탁 세제 #27L #2입 #묶음 #정품 #빠른 배송",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/iuyckwqpn/224263700479,20260424,2026-05-30,한국어,한국,실제 수집 데이터
15,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"울드라이 오리지널 중성 세제 리필, 1.3L, 6개 최신선물용 배송 오늘은 생활 속에서 유용한 중성 세제 를 만나보려 합니다. 이 제품은 사용하기 편리한 리필 형태로... 또한 다른 화학제품과 혼합하여 보관하지 않도록 유의해야 하며, 잘못된 보관으로 인한 변질이나 누수 ...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/qydhkb11443/224292982558,20260522,2026-05-30,한국어,한국,실제 수집 데이터
16,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,헨켈 퍼실 엑스퍼트 삶음파워 겸용 세탁 세제 27L 2입 정품 특가 장점이지만 확인할 점 포장 자체는 튼튼하지만 배송 중 누수 여부는 확인 첫인상과 라벨 확인 하는 편이라벨에는 사용 방법과 희석 비율이 자세히 적혀 있었어요. 세탁 세제 퍼실 엑스퍼트 삶음파워 2.7L 2개...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/apparent11422/224276197045,20260506,2026-05-30,한국어,한국,실제 수집 데이터
17,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"코스트코 캡슐세재 세탁 세제 추천 3.포장:개별 포장된 캡슐 형태로, 누수 나 세제 의 손실을 방지할 수 있습니다. 보관 시에도 깔끔하게... 날씨 추울땐 배송 중에 문제가 있었는지.. 세제 가 터져있는게 있었어요! 이번에 주문 상태는 아주 굿 굿 !!...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/andlstjs/223483643348,20240618,2026-05-30,한국어,한국,실제 수집 데이터
18,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,액체 세제 가성비 구성 3L 본품 1입 2L 충전용 3입 정품 빠른 배송 딥클린 파워세탁 액체 세제 3L 본품 1개+2L 추가팩 3개 구성은 추가 용량 비율이 좋아요. 비트 라인업 중에서도 대량 구성이라 배송 횟수를 줄여줘요. 가격 비교 시 추가분 포함 총용량으로 환산해 보세요. 할인...,,긍정,빠른배송,빠름,보통,없음,없음,없음,없음,naver_api_search_result,https://blog.naver.com/depend2312/224273132683,20260503,2026-05-30,한국어,한국,실제 수집 데이터
19,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"민감성피부 세탁 세제 추천 | 프랑스 프리미엄 브랜드 에코두... 대용량 세제 라 배송 중 누수 가 걱정됐는데, 택배 받아보니 포장이 꼼꼼하게 되어 있어 내용물 손상 없이 잘 받았답니다. 집에서 빨래를 자주 하거나 저희처럼 빨래 양이 많은 집이라면 대용량 세제 추천...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/pk2_g3/224122287588,20251225,2026-05-30,한국어,한국,실제 수집 데이터
20,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"참그린 주방 세제 6개 써보니 깔끔하네요 주방 세제 고민 끝! 라이온코리아 브랜드스토어에서 믿고 구매했습니다. 배송 첫인상 배송 은... 주방 세제 특성상 누수 걱정이 있었는데, 새는 곳 없이 잘 밀봉되어 있었습니다. 항목 사양 평가 상품명 참그린...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/arealayer/224293563804,20260522,2026-05-30,한국어,한국,실제 수집 데이터
21,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"살림백서 세탁 세제 2L 대용량... 천연유래 98퍼센트 빠른 배송 세탁 세제 2L 가격을 직접 비교했어요. 기본 판매가는 9,900원에서 12,900원 였고 1+1 행사 적용 시 개당 평균 5,000원대까지 떨어지더라고요. 단순 할인율뿐 아니라 배송 비 포함 여부, 마일리지나 카드 할인 적용 시...",,긍정,빠른배송,빠름,보통,없음,없음,없음,없음,naver_api_search_result,https://blog.naver.com/effect9153/224266449255,20260427,2026-05-30,한국어,한국,실제 수집 데이터
22,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,N 배송 11 라라앤모어 중성... 미세먼지 세탁 세제 무향 1L 저자극 관록된 세제 용기는 내구성이 높으며 사용 편의성을 위해 계량 표시와 손잡이 누수 방지 기능이 갖추어졌다. 제품은 사용 시 세척력과 피부 안전성에 대한 점검이 이루어졌으며 특히 신생아와 같은 민감 피부...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/aryso4zoqi63e/224278738526,20260508,2026-05-30,한국어,한국,실제 수집 데이터
23,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,재구매로 이어지는 코멧 세제 리필 소분용기 1L 추천 때문에 세제 누수 걱정이 사라졌어요 그리고 손에 잡히는 그립감이 좋아서 사용 시 편안함이... 한정 프로모션 진행 중 지금 바로 코멧 세제 리필 소분용기 1L를 구매하면 특별 할인 혜택과 무료 배송 을...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/desert12359/224159580129,20260126,2026-05-30,한국어,한국,실제 수집 데이터
24,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,아기 세제 추천 성분 따지는 예민맘의 정착템 바바디토 세제 ... 보통 세제 택배를 받으면 배송 중에 액체가 새거나 펌프가 파손되어 오는 경우가 종종 있어서 속상할 때가 많잖아요. 그런데 바바디토는 용기 캡(계량컵)과 펌프를 별도로 챙겨 보내주니까 누수 걱정 없이 아주...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/seoyeon1210_/224245816890,20260408,2026-05-30,한국어,한국,실제 수집 데이터
25,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"울샴푸 패딩 세제 구스 다운 워시로 겨울 옷 세탁 걱정 끝 액체 세제 특성상 배송 시 누수 되면 낭패니까 받자마자 상태 꼭 체크하시고요, 모니터 색상 차이로 실제 제품 색이 다르게 보일 수 있으니 제품 외형보다 성분과 기능 위주로 보시는 게 좋아요. 패딩 세제 ...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/ss0505/224151294464,20260119,2026-05-30,한국어,한국,실제 수집 데이터
26,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,비트 딥클린 액체 세제 2L 충전용 6입 세탁 세제 정품 특가... 다만 액체 세제 딥클린 2L 리필 x 6개 / 세탁 세제 구성은 배송 과 보관을 한 번 더 생각하게 해요. 묶음... 전 배송 방식과 포장 상태를 확인하세요. 묶음 상품은 물류 취급에 따라 누수 가 생길 수 있어요....,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/aeydgvxwi/224283257444,20260512,2026-05-30,한국어,한국,실제 수집 데이터
27,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,실내건조시 세탁 세제 추천 퍼실엑스퍼트삶음파워 3) 세제 잔여물이 남지 않아 의류와 피부를 더욱 위생적으로 관리합니다. 4) 특수 종이 캡 포장 설계로 배송 중 파손이나 누수 걱정이 없습니다. 5) 드럼과 일반 세탁기 구분 없이 겸용으로 편리하게 사용...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/wee00168_/224126859851,20251229,2026-05-30,한국어,한국,실제 수집 데이터
28,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"참그린 주방 세제 1kg+리필 3개 사용해보니 주방 세제 특성상 누수 나 파손이 걱정되었는데, 꼼꼼하게 밀봉되어 있었습니다. 본품 용기뿐만 아니라 리필 용기까지 안전하게 개별 포장된 점이 인상 깊었습니다. 배송 지연 없이 약속된 날짜에 도착하여...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/brigood/224284431244,20260513,2026-05-30,한국어,한국,실제 수집 데이터
29,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,오토오픈도어 세제 자동투... 삼성하나로 특가 빠른 배송 https://naver.me/GkIE0ewz 이 제품의 기술적 특징 이 제품은 삼성 비스포크 AI 세탁기 25kg 세제 자동투입... 공식 파트너를 통해 설치와 초기 점검을 받으면 설치 오류로 인한 고장이나 누수 같은 문제를 미연에...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/flow1192/224248608024,20260411,2026-05-30,한국어,한국,실제 수집 데이터
30,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"버틀러 프로바이오틱스 세제 1L 써보니 부드러운 세탁 후기 액체 세제 특성상 누수 방지를 위해 용기 입구 부분에 추가적인 테이핑 처리가 되어 있어 배송 중 내용물이 새어 나올 걱정을 덜 수 있었습니다. 1,000ml 대용량 제품임에도 불구하고 묵직함이 느껴졌으나...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/tifconcerned/224276505535,20260506,2026-05-30,한국어,한국,실제 수집 데이터
31,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"프로클 부스터젤 액체 세탁 세제 2.5kg 후기｜이불·수건 세탁... 액체 세제 라 배송 중 파손이 걱정됐지만, 완충 포장없이도 깨짐이나 누수 없이 안전하게 도착했습니다. 제품 특징 & 사용 가능한 세탁 환경 이 제품은 찬물 세탁이 가능하고 일반 세탁기와 드럼 세탁기 모두...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/dasom1122_/224237758361,20260402,2026-05-30,한국어,한국,실제 수집 데이터
32,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,헨켈 퍼실 엑스퍼트 삶음파워 겸용 세탁 세제 27L 2입 정품 특가 체크 포인트: 배송 중 흔들림으로 인한 누수 여부를 확인하세요. 장점이지만 확인할 점 반품 정책과 판매처 평판도 살펴보세요. 세탁 세제 퍼실 엑스퍼트 삶음파워 2.7L 2개 겸용은 구성 면에서 합리적이에요....,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/discipline6486/224276953438,20260506,2026-05-30,한국어,한국,실제 수집 데이터
33,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"가정용 식기세척기 세제 ( 세제 1kg 2개 셋트) 100% 1종원료 식기세척기 세제 ( 세제 1kg 2개 셋트) 100% 1종원료 ⭐가격 : 2만원대 ⭐리뷰 : 575개 할인가 확인 LG전자... 단순 배송 상품, 5122761000 ⭐가격 : 2만원대 ⭐리뷰 : 11개 할인가 확인 SK매직 식기세척기 DWA19R0P DWA19R1P...",,중립,이슈없음,보통,보통,없음,없음,없음,없음,naver_api_search_result,https://xypher.tistory.com/1808,20260202,2026-05-30,한국어,한국,실제 수집 데이터
34,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,[호환] 로보락 Q Revo Pro 물걸레 실속 세제 패키지 써보니 배송 첫인상 로보락 Q Revo Pro 호환 물걸레 세제 패키지. 빠른 배송 감사드립니다. 제품은 꼼꼼하게 포장되어 왔습니다. 외부 박스에 흠집 없이 깨끗했습니다. 내용물도 안전하게 잘 도착했습니다. 누수 나...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/tipcanvas/224291626844,20260520,2026-05-30,한국어,한국,실제 수집 데이터
35,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"듀오퐁 주방 세제 13kg 말통 써보니, 기름기 싹! 듀오퐁 주방 세제 13kg 말통 업소용 대용량이라 경제적입니다. 조리기구, 식기 세정제로 급식 등 어디든... 말통 형태로 배송 되어 내용물 누수 걱정은 없었습니다. 튼튼한 비닐로 한 번 더 감싸져 있었고...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/saucegjy/224290876306,20260520,2026-05-30,한국어,한국,실제 수집 데이터
36,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,세탁 세제 추천 | 1+1 살림백서 천연 유래98% 액체 세제 후기 택배 도착 & 개봉기 박스가 생각보다 묵직해서 세제 2L 두 통 실감이 났어요. 포장 안에서 새지 않게 마감이 잘 되어 있어서 안심됐거든요. 뚜껑 부분도 깔끔하게 밀봉돼서 배송 중 누수 걱정이 적었어요....,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/yeonulife/224226699027,20260323,2026-05-30,한국어,한국,실제 수집 데이터
37,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"트렁크 정리함 M 실물만족 세차용 툴백 수납가방 정품 빠른 배송 A: 가능하지만 세제 누수 대비 방수 팩을 권장해요. Q: 세척이나 관리 방법은 어떻게 할까요? A: 오염제거 후 통풍 건조, 심한 오염은 중성 세제 로 부분 세척해 보세요. 사용기를 정리하면 장점과 단점을 함께...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/mission12593/224277923758,20260507,2026-05-30,한국어,한국,실제 수집 데이터
38,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,빨래 쉰내 싹 잡아주는 알칼리 세탁 세제 라벤더 2.5L 4개... 대용량임에도 불구하고 패키징이 견고하게 되어 있어 배송 중 파손이나 누수 걱정이 덜하다는 점도 큰 장점 중 하나입니다. 구매 전 참고하면 좋은 팁 세제 자체가 약간 묽은 제형이라 양 조절이 중요할 수...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/issuepartner/224285578067,20260514,2026-05-30,한국어,한국,실제 수집 데이터
39,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,패밀리그라운드 로봇청소기 세제 한 달 써보니 냄새 싹! 배송 받고 첫인상 택배 받자마자 포장부터 꼼꼼하게 확인했어요. 튼튼한 박스에 안전하게 담겨 도착했고요. 제품 자체에 스크래치나 찍힘 없이 깔끔한 상태였습니다. 로봇청소기 세제 특성상 액체 누수 방지를...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/speakxk/224289246817,20260518,2026-05-30,한국어,한국,실제 수집 데이터
40,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"업소용 세제 제조 현장 공개｜꿈앤꿈 공장 일상 기록(1) 라벨을 부착하고 세제 를 충진한 뒤에는 누수 여부, 캡 체결 상태를 다시 한 번 점검합니다. 직접 배송 , 택배 발송 등 배송 중 열리지 않도록 단단히 채결 하도록 해야합니다. 완제품 출하 준비와 하루 마무리 모든...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/dream_wash/224117668167,20251221,2026-05-30,한국어,한국,실제 수집 데이터
41,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,비트 딥클린 파워세탁 액체 세탁 세제 3L 본품x4개+캡슐 5입... 마무리하며 비트 딥클린 파워세탁 액체 세탁 세제 는 브랜드의 신뢰도와 제품 본연의 성능이 조화를 이룬 우수한 생활 필수품입니다. 이중 포장 처리를 통해 배송 중 누수 사고를 방지하려는 꼼꼼한 관리 체계도...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/jjang9ai/224214114197,20260312,2026-05-30,한국어,한국,실제 수집 데이터
42,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,"프로쉬 독일 세제 네고왕 최대 69% 세일 무료 배송 및 유의사항 프로쉬 독일 세제 네고왕 최대 69% 할인 유의사항 ✅네고왕 특별 구성은 총 8개 품목으로 준비되어... ✅파손, 누수 , 오 배송 , 누락 등의 경우에는 사진 촬영 후 Q&A에 남겨 주시면 확인 후 신속히...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/haru_with/223929187872,20250710,2026-05-30,한국어,한국,실제 수집 데이터
43,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,주방 싱크대 호스(자바라) 누수 확인해 보세요. . 그저 무심하게 스쳐 지나가고 있었던 싱크대 누수 . .관련 게시물. . 그런데요. .설거지 양이 많지도... 그래서. .안쪽에 있던 주방 세제 등등 다 꺼내봤더니 물이 흥건하더군요. 실제로 물을 틀기만 해도 줄줄줄...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/bonita100-1/224236108315,20260331,2026-05-30,한국어,한국,실제 수집 데이터
44,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,깔끔한 사용감 마더리빙 싱크대 세제 디스펜서 매립형 펌프형... 디스펜서 세제 의 흘림과 누수 문제 해결 이 제품만의 강점. 전에는 세제 통이 새거나 누수 로 인해... 빠른 배송 과 함께 특별 혜택도 놓치지 않으실 수 있습니다 5.오리지니크 무선 스텐 자동 디스펜서 270ml...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/o72ryd9h8racmce/224267842754,20260428,2026-05-30,한국어,한국,실제 수집 데이터
45,KR_platform,naver,KR,ko,생활용품,세제,세제 배송 누수,세제 배송 누수,세제 배송 누수,[프로쉬 오렌지 가전가구 멀티 클리너]프로취 청소 세제 추천... 프로쉬는 독일 친환경 세제 브랜드로 순한 성분으로 맨손 사용이 가능하면서 세정력은 놓치지 않았고... 사용할 때에도 은은한 오렌지 향이 좋더라구요ㅎㅎ 처음 배송 올 때에는 배송 중 누수 방지를 위하여...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/99egknl/224166678805,20260131,2026-05-30,한국어,한국,실제 수집 데이터
